Gene,baseMean,log2FoldChange,pvalue,padj
ZNF583|147949,292.504286,-0.0840694393207731,0.655114684265174,0.751815037172236
VIPAR|63894,858.862464,-0.0841056169879231,0.592044744977902,0.698083690071444
PTPN14|5784,107.7868128,-0.0842103180140033,0.829442089115028,0.89032323077016
DNAJC15|29103,1138.692515,-0.0842692542657606,0.770442140984973,0.845579428589425
RGN|9104,685.2842523,-0.0843669497760394,0.831549808800258,0.89193423939555
ZFPM1|161882,222.2253354,-0.0844889793666659,0.714855377358295,0.800420582449884
GLYATL1|92292,5.739349907,-0.0845585019103214,0.866003918677832,0.914955884722391
NMRAL1|57407,1474.72468,-0.0848171736122484,0.740411723162726,0.82155607664575
VN1R5|317705,0.462350286378006,-0.0850570116137334,0.910433365679977,0.946295354596459
KIRREL2|84063,112.1513736,-0.0851736701715207,0.84366052420068,0.900025875300422
PHGDH|26227,5994.376759,-0.0852661914113857,0.785685974261704,0.857533621198914
CYHR1|50626,1794.573846,-0.085294032481597,0.641987897752813,0.741826188207872
DDX26B|203522,222.9846751,-0.085307200877138,0.744193893262961,0.824559481139023
EIF4H|7458,11223.2852,-0.0853206806593044,0.633235828508576,0.734485020811901
AGXT2|64902,0.0827052447122632,-0.0853485728265615,0.967882960340954,0.980386200809572
BRD8|10902,2455.191234,-0.0853754149580787,0.615226515388296,0.718521691409835
RAB4A|5867,1795.769803,-0.0856797176897515,0.690832769152309,0.780924984070101
ODF4|146852,0.287173880434541,-0.0857681600377116,0.952516916791347,0.972842253944101
NCRNA00200|399706,0.321117384347261,-0.0859129855235432,0.604953393453821,0.709344566287069
FAM110B|90362,1274.195286,-0.0859452344674262,0.754836798598931,0.833479134934729
ARAP1|116985,3159.174502,-0.0859557741680147,0.672171952217126,0.765740892175534
IL9R|3581,1.438543155,-0.0859774511130185,0.85938103588977,0.910435712078068
C3orf39|84892,2594.308741,-0.0860315402312767,0.689357093149884,0.779791752859964
MOBKL3|25843,1954.889527,-0.0860597724467765,0.663636975120803,0.758610098822969
ZNF343|79175,359.376856,-0.0861992903751355,0.666023991340099,0.760398743353605
PQBP1|10084,1954.731742,-0.0862167979333557,0.646486272419234,0.745177860156819
MOGAT3|346606,0.0732239392652517,-0.0862725953552139,0.962710289271258,0.97791978354591
AOC3|8639,88.20992782,-0.0862954441162157,0.812617723611,0.878570891246712
DDTL|100037417,502.5317985,-0.0863497718473488,0.740836965114003,0.821831390619048
CIR1|9541,1201.697388,-0.0864115131718718,0.59393711727851,0.699972692319006
NDUFA4|4697,11102.55129,-0.0864510157302168,0.740795212735536,0.821831390619048
KIAA1370|56204,895.500152,-0.0865667640177432,0.637389085890173,0.737749659630096
FCN2|2220,0.555817725895177,-0.0865904483948074,0.859534832856684,0.910514907480697
FBXW2|26190,2424.045362,-0.0867695545361864,0.594512201461606,0.700444486177358
KHDRBS3|10656,2277.14893,-0.0867928230609891,0.772126653550067,0.846946319040503
RGL4|266747,9.386783354,-0.086847586889457,0.827485327667092,0.889063916079237
LIN37|55957,388.8403412,-0.0869205069154841,0.648904660813276,0.747088576007359
PHF17|79960,1332.36381,-0.087095701160758,0.713957840327982,0.799601276321573
C2orf86|51057,190.9387932,-0.0872733892249624,0.646928393831957,0.745459392891754
ZNF484|83744,185.6693618,-0.087304765969115,0.660608043834554,0.75627447074157
BICC1|80114,86.0493459,-0.0873867677152722,0.846857049869564,0.901851364840913
ATP5I|521,3043.54699,-0.0874115188673652,0.719859918345704,0.804996113686028
KIAA0892|23383,2555.419691,-0.0877064239885538,0.67631886946431,0.768921058180896
ATG9B|285973,141.2867543,-0.0877202369322003,0.842871209281511,0.89953207678605
RAB17|64284,28.63485805,-0.0877310619169434,0.843395712815903,0.899886725345722
LOC401127|401127,24.93530241,-0.0877851422193348,0.783208268948596,0.855607276321879
ADRM1|11047,3251.178259,-0.0877984360619562,0.556022765975733,0.665123915218972
GLOD4|51031,2556.279602,-0.0879162544929041,0.544174974943758,0.654237789310032
ARL14|80117,0.293797154374985,-0.0880412946591553,0.939747365926648,0.964452587737787
LRRC19|64922,3.156619918,-0.0881493778585114,0.851296402791764,0.90501320954766
ALG1L2|644974,0.274098960024982,-0.0882513454347085,0.932108252572971,0.960128630663531
OR1N2|138882,0.0560187770862831,-0.0886798628750037,0.959612236743685,0.976432321621487
USO1|8615,2300.708774,-0.0890262361700347,0.516784241167937,0.629626782964144
FKSG83|83954,0.0745978898008074,-0.0891672268032145,0.958246856502019,0.975949500674455
PRKDC|5591,6214.342329,-0.0892727039472533,0.672986330632075,0.766261338265869
PPP1R3G|648791,123.9569558,-0.0893146810034432,0.799908219452084,0.868285292347285
CCDC124|115098,2685.610431,-0.0893822481307184,0.638101595685684,0.738308540530332
ENTPD5|957,206.285666,-0.0894877774239493,0.738946111781027,0.82034434615645
CRYGD|1421,12.57861031,-0.089620117458068,0.853630622869384,0.906351135824712
KCND1|3750,434.9763559,-0.0899377242593902,0.782374821751775,0.855269364509492
UBR5|51366,2994.987,-0.0899926877669412,0.626685159199067,0.728420008182634
SPEM1|374768,0.610136969980999,-0.0902103991325839,0.865487892131418,0.914749063315895
PATE3|100169851,0.0880553643143151,-0.0903201601313404,0.957724261850222,0.975680959481828
ZBTB8A|653121,419.8661331,-0.0903503289532925,0.69594490618684,0.784923443794516
DNASE1L2|1775,49.93826619,-0.0904103133869989,0.823928172361664,0.886278748420932
SURF2|6835,566.9946752,-0.0905795712215152,0.655215211368873,0.751840940636181
C21orf56|84221,524.6408529,-0.0906028245768843,0.763603501192614,0.840608830870011
AGAP5|729092,65.41491153,-0.0906126087030453,0.76872638494363,0.844520946359797
TTTY15|64595,294.7422721,-0.0907727308026813,0.846566095793684,0.901778960777799
CLCC1|23155,1822.016186,-0.0909986552240441,0.435511480079016,0.549884201037123
RPL13P5|283345,55.16808925,-0.091138967352351,0.702777418905351,0.790199570577984
NPY2R|4887,140.1983335,-0.0913144259277738,0.849498672339295,0.903804737493252
PATE1|160065,0.084767030657746,-0.0913350081752302,0.96142646355834,0.977312491551265
KPRP|448834,0.241173453387053,-0.0913373807717986,0.905125926124235,0.942658279197147
MCFD2|90411,5291.222561,-0.0914717776925707,0.629222425094566,0.730759851065821
TAS2R7|50837,0.0795733166003772,-0.0915897255616058,0.963884286897088,0.978479244303294
C6orf47|57827,830.222709,-0.0918025930136538,0.608113713952742,0.712111791429968
PTCD2|79810,325.8685529,-0.0918155993508716,0.631977978797732,0.733334730976927
RNASE7|84659,1.113975679,-0.0922311431927243,0.861307414254023,0.911671217031462
INHA|3623,47.80411726,-0.0922590195716096,0.807927589033979,0.87487314123822
PTGS2|5743,493.0814631,-0.0923559149041848,0.838191843080671,0.896501269392035
CAPN12|147968,39.54317152,-0.0923973375261196,0.762147671528002,0.839510286012851
CENPT|80152,1588.541589,-0.0924383274062635,0.685083010760988,0.776094802053721
STARD3|10948,2030.475858,-0.0925353385233646,0.473974637704551,0.587526302081042
C3orf26|84319,965.8259313,-0.0927796592504723,0.676036213968193,0.768735632331102
ZNF644|84146,1612.497333,-0.0929123067351484,0.572819480837516,0.680406118965136
SGK223|157285,999.4289121,-0.0932669459720166,0.722477205174939,0.807127464995911
HMGB3L1|128872,0.458260176212749,-0.0932892387614214,0.893556094474035,0.934291170116526
MED6|10001,561.7598556,-0.0936620500169848,0.577139281102837,0.684756238529429
RILP|83547,259.3720919,-0.0936894707551115,0.763253452411411,0.840271436765236
FUNDC1|139341,823.7739373,-0.0939594653112597,0.631714099526481,0.733072630595975
ZNF570|148268,155.0546307,-0.0940568773009311,0.680229443984546,0.772092841297982
FOLR4|390243,0.0556603779855909,-0.0943042300706414,0.963304209437765,0.978102372406353
KDM4DL|390245,0.259507110158421,-0.094358906799132,0.913473154147668,0.948479010976781
OR5AK2|390181,0.0683934218509107,-0.0943948243425489,0.954986901240073,0.973984264171982
PRPS2|5634,973.019298,-0.0944909580544393,0.724699179980076,0.808990021897634
TRAPPC6A|79090,439.1983436,-0.0945824356038246,0.704071485259839,0.791331714204466
FCHSD2|9873,2182.196513,-0.0946108849945673,0.602554811395385,0.707319848892745
GAB4|128954,0.2386240244618,-0.0946655435675914,0.902762937297692,0.941038572654296
TBCEL|219899,531.3260243,-0.0946992270131367,0.635929888303925,0.736702804857912
TINAGL1|64129,271.1002627,-0.0947143699678749,0.778790769775693,0.852462555794084
FARSB|10056,2474.109948,-0.0947444157044151,0.516432797508268,0.629278094196903
TRIM52|84851,310.3291552,-0.0948459832033034,0.711652340517609,0.797806695120548
ZNF705A|440077,2.057358479,-0.0950367317589565,0.83770015251845,0.896244841196316
SIGLEC6|946,0.44100644886871,-0.0953443245456442,0.884213173552827,0.927581603444537
SPACA3|124912,0.476795826286435,-0.0954592365439714,0.872658909149456,0.919820639266878
XCR1|2829,0.917776981407303,-0.0955025228187905,0.862135381918536,0.912207215384658
KAT2B|8850,3171.767264,-0.0956884757032076,0.68390470114378,0.775124142450342
TMX3|54495,2200.953174,-0.0958035002226126,0.595840068790362,0.701486760674884
TPTE2P3|220115,5.100352709,-0.0958371320105889,0.849605579164547,0.903822108564721
MOCS3|27304,424.6081073,-0.0958404049247511,0.568437798719027,0.676370160276086
PCDHGA1|56114,122.6433102,-0.0958961025405122,0.838841734633323,0.897018417748207
C17orf79|55352,2407.976859,-0.0961910790186759,0.682596896323336,0.774189246200564
NR1I2|8856,8.683239567,-0.0962055777549509,0.813742413892541,0.879540368798231
LRRC40|55631,905.2607131,-0.0962199123677023,0.60437541838897,0.709025510601195
RAGE|5891,411.1538963,-0.0962871391413098,0.726472525449251,0.810136355633382
?|100130426,0.0629829314549248,-0.0963573966305774,0.959189547911141,0.976284826505323
ANKRD13A|88455,1611.750685,-0.0964060781524407,NA,NA
BMPER|168667,518.7636862,-0.0964944148254529,0.821988880417737,0.885081138460295
TMEM183A|92703,2985.232181,-0.0965045380452044,0.751584046895723,0.830688326254181
HGSNAT|138050,2516.711727,-0.0965336571931441,0.672647130082345,0.766010774126718
SNORA29|677812,0.10430829684495,-0.0968620106662362,0.977160250122192,0.986467999403725
MBD4|8930,1091.615293,-0.0969576676658717,0.528108703287961,0.640309810655697
WDSUB1|151525,296.127363,-0.0970162880315366,0.65449521718528,0.751327634606133
DUSP10|11221,527.3205259,-0.0971649228882298,0.725245060044315,0.809093963624637
DCTN6|10671,1618.862006,-0.0972019211332464,0.607128385879756,0.711087463430361
SLC35E1|79939,2580.756241,-0.0972148817173986,0.584896910242267,0.692024566132803
IWS1|55677,1823.74562,-0.0973313947468417,0.481482308431141,0.595226062124481
THNSL2|55258,553.866837,-0.0973336721014697,0.830465489484774,0.891025076575359
FOXD4L5|653427,0.556455022153702,-0.0977960338773022,0.868937168880861,0.917000166896976
C8G|733,5.252494032,-0.0979642521624681,0.832682268850749,0.892651745120522
CDC34|997,2650.701123,-0.0979653211265147,0.648258968957327,0.746612565811911
PRR16|51334,84.59779262,-0.0980080661702216,0.807030104640102,0.874228571732058
FAM46D|169966,0.063679485439472,-0.0980281088972157,0.955231975283992,0.973984264171982
MLL5|55904,2757.917055,-0.0981251625558055,0.637944894581444,0.738215794083716
EBAG9|9166,824.6410031,-0.0982239491064163,0.566836513735269,0.675295504504948
ITM2C|81618,46043.93382,-0.0983031547561078,0.736995478469969,0.818711105943916
RABIF|5877,735.3350971,-0.0983744682608895,0.334960460921039,0.445771945826406
DGAT1|8694,1269.275824,-0.0983756210864427,0.6073528090129,0.711307124046741
SAE1|10055,4594.592331,-0.0986032799898954,0.649900676230511,0.747922805549212
ISOC1|51015,757.6303555,-0.0987983828754977,0.634883829105801,0.736042443780611
GRXCR1|389207,0.0596087280032887,-0.0990887456152412,0.959388329010663,0.97639642686048
MTHFD1L|25902,994.3677091,-0.0990924370140081,0.616144764825288,0.719289255505355
ZNF41|7592,446.8268919,-0.0991997089843501,0.547241635743212,0.657173154286643
A4GALT|53947,195.1898504,-0.0997436721775856,0.785849060606563,0.857533621198914
LOC342346|342346,33.08185261,-0.0997638339987004,0.806774699456232,0.874066343395375
FAM22F|54754,3.210654106,-0.0998401518906703,0.823756348261593,0.886273484671869
C1orf186|440712,0.75417073986955,-0.0998986741169755,0.856217260828194,0.908452636279837
TMEM88|92162,94.62093133,-0.0999397754100888,0.746324316764217,0.826298950647704
FRMD7|90167,1.964500634,-0.0999859508884098,0.846080573461535,0.901532827641825
SHBG|6462,23.07378109,-0.100015489653528,0.801010065274518,0.868943431138866
MRM1|79922,162.6440158,-0.100033184280749,0.649675076206156,0.747797024999436
C9orf11|54586,1.477345442,-0.100071673698532,0.84248239951763,0.89946548980437
TRPV2|51393,490.5201039,-0.100513264974837,0.734608891647785,0.816519010660028
C20orf123|128506,2.568528494,-0.100567395756315,0.837827403884488,0.896307502959654
GIGYF1|64599,2454.170947,-0.100731600504364,0.70257712748019,0.790066473034768
CYP1B1|1545,917.771257,-0.100802123413863,0.819975553771491,0.884158000329192
POLR3E|55718,976.6531511,-0.101182335839595,0.529851637893869,0.641817064992258
BNIPL|149428,12.80781257,-0.101307590812243,0.779311054746125,0.85283847356167
ZNF687|57592,1602.700708,-0.10131016629258,0.609010444061572,0.713075297772469
LIN52|91750,348.4767403,-0.101363156768697,0.630982958826855,0.732400426814972
C9orf109|286333,49.98044467,-0.101384691718826,0.831067300649327,0.891522004461647
ATP5D|513,2853.586601,-0.101765142846683,0.662392796984546,0.75768811368291
ZNF148|7707,1794.391112,-0.101843572083836,0.499105559231318,0.612619582603298
ASPSCR1|79058,835.2073768,-0.102038917422113,0.560370392458292,0.668959444675079
ZNF250|58500,474.1332995,-0.10204983358005,0.59191523672345,0.697989852981149
SPATA20|64847,2227.719069,-0.102151845521435,0.70342157015573,0.790693395497312
MGMT|4255,329.5650674,-0.102271696881959,0.779112820619718,0.852718293062514
AP4B1|10717,857.8571963,-0.102466622554759,0.425028563053081,0.539826062126005
PNPO|55163,2091.107645,-0.10247293455858,0.611638241546686,0.715457249314374
C9orf106|414318,1.592489813,-0.102487744151365,0.434687241714539,0.549267497368756
UBE2R2|54926,3558.523375,-0.102754442345231,0.579591540312671,0.68715092520697
TMIGD1|388364,0.0978286541879102,-0.102976842699754,0.959228059097355,0.976284826505323
ZMAT1|84460,925.0713133,-0.103286689575445,0.767922192427658,0.843960426439714
USP15|9958,1288.540828,-0.103392786130952,0.575051033284421,0.682804517145164
BOP1|23246,638.9291376,-0.10357856185954,0.764526654761856,0.841049084276345
PIWIL1|9271,0.227265459241393,-0.103944671824184,0.330016832373409,0.440684989937742
RPS27A|6233,5814.355828,-0.10399699987334,0.699009687454234,0.787523968302361
MYO3A|53904,2.752102152,-0.104101995259506,0.258870234226074,0.362099198548712
STT3B|201595,1658.290633,-0.104339077980757,0.631396170543464,0.732747772914558
UQCRC1|7384,6669.144986,-0.104810489777526,0.589021710850916,0.69560090318197
RCCD1|91433,401.0551475,-0.1048266567508,0.612832950117823,0.716539182748114
DIDO1|11083,2346.393998,-0.104891411064667,0.590684917707091,0.696948946516521
ZNF239|8187,203.6337283,-0.105232720689243,0.696878523940101,0.785857342781679
DIS3|22894,1342.539322,-0.105814358566953,0.554007261309568,0.663247645444405
NXF5|55998,0.904266628660063,-0.106000303872907,0.845028559283136,0.901007071783995
ASTN2|23245,2077.640558,-0.10618611909742,0.753686710666648,0.83254283369883
NPR2|4882,972.9784681,-0.106218745057993,0.670196110325799,0.76425733207652
GMPR2|51292,2093.943643,-0.106238860961447,0.545019595283961,0.655089916091246
ZFP2|80108,154.7840624,-0.106385920800799,0.63710222959114,0.737594676585049
PRO1768|29018,0.0863209469487524,-0.106386586099259,0.961229364948592,0.977312491551265
PAMR1|25891,1575.806574,-0.10639810553873,0.765994559675113,0.842314893924082
OPHN1|4983,1305.234818,-0.106594603790176,0.729910146143537,0.812748185011989
HBBP1|3044,0.184415206434645,-0.10672283975321,0.897985341256677,0.937400039281629
PCGF6|84108,264.7502322,-0.106879844652373,0.529420787061812,0.641457133268548
C5orf24|134553,2725.751212,-0.106983896243135,0.495934636283364,0.609809600259438
NUP214|8021,2184.932606,-0.10702336014341,0.607698218471274,0.711668443694518
SLC7A1|6541,3111.692985,-0.107131589340269,0.680841864128985,0.772651568934752
ATXN7L2|127002,380.3422509,-0.107211803102691,0.672472031236537,0.765988765496859
KLHL8|57563,702.349755,-0.107328064617193,0.538244922576494,0.649374925667875
CSNK1A1L|122011,4.45025593,-0.107571965979232,0.744678094037552,0.825001192113626
MAGEF1|64110,2305.469797,-0.107775353570808,0.502362821427488,0.615438327247686
ZNF550|162972,311.4937808,-0.107777186962854,0.597983723742995,0.703237900699831
?|155060,775.1662463,-0.108075029513133,0.761028621556898,0.838604513283962
POLR1A|25885,1149.516043,-0.10819122335346,0.642072763367348,0.741879809068693
KRT33A|3883,0.273740142577188,-0.108267019907849,0.84473116530195,0.900830458515521
WNK3|65267,146.4386773,-0.10832492238427,0.760584603283009,0.8382422816093
TRAF2|7186,491.2304093,-0.10855470754597,0.587328037170821,0.694219652490224
NEUROD1|4760,223.2525941,-0.108645998524892,0.820659607221224,0.884538621127078
C1orf111|284680,2.47824857,-0.108763235514174,0.828636336901366,0.889841292151852
RAB33B|83452,594.1809048,-0.108951307970378,0.611515752762354,0.715357350660019
ACIN1|22985,3971.212378,-0.10904041125854,0.617875936312351,0.720873945172016
OR4A16|81327,0.0685250736526818,-0.109050790250697,0.958515473701544,0.975978014437715
TAF6|6878,3003.214057,-0.10907738886393,0.53026913075744,0.642043466148743
IRGC|56269,1.066252308,-0.109221151211454,0.836397351882486,0.895488393510733
TTF1|7270,556.9547696,-0.1094333237579,0.562416905841211,0.671107930514762
ZSCAN20|7579,90.09927456,-0.109564359075658,0.640208730320796,0.740080678362569
KLF11|8462,338.0613634,-0.109629295250239,0.692113804067308,0.781898075645557
C14orf79|122616,524.7469974,-0.109651625689788,0.65950458860785,0.755594203472132
IFT140|9742,1236.658901,-0.109961747580281,0.647308818147804,0.74578543741805
ZNF833|401898,76.48306758,-0.110209562921128,0.723105355289582,0.807654257616026
C8orf45|157777,89.17463117,-0.11021312973437,0.713826629477441,0.799500746486492
COX6A1|1337,5482.479514,-0.110378714973939,0.660944034551149,0.756569312352805
ZNF30|90075,265.3090914,-0.110406399717627,0.589073604306987,0.69560090318197
TNS1|7145,4885.21572,-0.110639254707158,0.699912691511355,0.788304629034002
DNHD1|144132,451.4124296,-0.11074542549258,0.757380596713152,0.835474913073316
TOMM40|10452,1705.075509,-0.110920457551461,0.547763955396566,0.657609941846291
IER3|8870,758.3788524,-0.111150242314623,0.769195086187653,0.844739468086634
PCDHA2|56146,98.68379428,-0.111241048252237,0.817702294656236,0.882584050227975
ACP1|52,2801.217363,-0.111283757296453,0.468789826537904,0.582446825384195
BMI1|648,2594.915854,-0.111585267990323,0.591928975844556,0.697989852981149
CHST10|9486,2305.562472,-0.111595860615554,0.534907405218605,0.646504775615837
ZNF675|171392,331.2288583,-0.111708150970718,0.609442851075827,0.713428906458125
PSKH2|85481,0.0651683178221823,-0.11190914323264,0.955152713685918,0.973984264171982
LYST|1130,1457.968892,-0.111919503356536,0.661272204414633,0.756736886926902
MUC20|200958,241.7073827,-0.112004082102,0.788227502423494,0.85942684383284
DHX40P1|653645,0.38824515819362,-0.112178353348295,0.347613773853503,0.459664227316119
ARGFX|503582,0.0646983580196966,-0.112530612246938,0.955177540891893,0.973984264171982
SLC35F1|222553,2683.987765,-0.112704836229502,0.74714125387887,0.826702787964186
C9orf150|286343,180.2117106,-0.112734212528356,0.697692517343204,0.786499384433
PTCH1|5727,1345.775182,-0.112867710383616,0.755539178716393,0.834039922084376
C2orf34|79823,211.400959,-0.112897410254935,0.689700163487876,0.780134079253952
MAGEA5|4104,0.07688150431963,-0.113011663262728,0.958759672223361,0.975978014437715
UBE2N|7334,5042.729668,-0.113046613669665,0.566702601842221,0.675177670595096
N6AMT1|29104,513.4706794,-0.113070878269405,0.686341444877822,0.777246529105166
ZNF764|92595,306.7570246,-0.113144412312133,0.548510390466567,0.658301202196964
THAP7|80764,689.0892428,-0.113325038094907,0.609175036717585,0.71322472128956
SNX16|64089,335.7183621,-0.113436801958036,0.584811888637711,0.692008865709637
NLRP3|114548,261.537601,-0.11345195257758,0.724514758242151,0.808888416492033
RPL10L|140801,0.313553988695295,-0.113731564723407,0.935209708959841,0.96209387072674
XYLB|9942,83.26907732,-0.113827278903005,0.71465283722801,0.800240251787478
KDM4D|55693,105.3569771,-0.113834068407652,0.617789423849148,0.720816610006425
BCL2L1|598,5038.923041,-0.113896914981151,0.56753481097743,0.675710077707774
C10orf105|414152,296.3690776,-0.113912814401256,0.808901614258148,0.875630672084055
C6orf1|221491,2135.496226,-0.113923201610115,0.664958081416528,0.759551174021406
SPATA16|83893,0.0710420570447284,-0.113987308920243,0.954856329755344,0.973984264171982
PSMD3|5709,5237.762657,-0.113998468832065,0.476479023098571,0.590175552337272
NCKAP5L|57701,1346.330661,-0.114123588225543,0.586200141179001,0.693311332589475
PPP2R2A|5520,2216.191455,-0.114220342674229,0.560439544961305,0.668996743781089
PHLDB2|90102,273.1223554,-0.114451010985729,0.752811705856666,0.831719170300088
ZNF414|84330,554.2439199,-0.114533331422845,0.596854724745354,0.702333934831243
USF2|7392,5667.587557,-0.114673948033732,0.489309776992303,0.603317328586329
ATP5L2|267020,0.852465217688987,-0.114734349247338,0.823601595602801,0.886273426922311
GUSBP1|728411,315.1938975,-0.114802495260932,0.675666206489964,0.768420591712415
DYNLL1|8655,10841.51947,-0.115088543149296,0.515325391493216,0.628166802105198
PHF2|5253,2255.360838,-0.115108161065383,0.579116136147828,0.686785806956991
LIPA|3988,4809.592615,-0.115129411600122,0.709817263530949,0.796536459145295
C19orf34|255193,0.492403926339648,-0.115275284475754,0.850786380387898,0.904649812353622
GALR3|8484,1.530765829,-0.115413307305562,0.814590485517563,0.880185094948703
GSTA4|2941,1830.165994,-0.115417877868288,0.662639501820875,0.757863169297308
MYO1E|4643,1290.94026,-0.115476215471545,0.698091171138381,0.786764861237991
CG030|116828,44.62378386,-0.115516798570353,0.748989547079302,0.828587942969296
ENPP3|5169,11.91393401,-0.115690220149163,0.800303862447932,0.868475460270005
LOC729375|729375,73.56265963,-0.115795392343702,0.664681080993808,0.759404926333564
C17orf73|55018,0.0657683346412672,-0.115868215900762,0.955121268127307,0.973984264171982
BRP44|25874,1994.082655,-0.116042506819357,0.625729854903945,0.727748156240108
HBE1|3046,7.029439367,-0.116296994475234,0.786728741318518,0.858277851438996
WIZ|58525,2697.816577,-0.116333525354292,0.588055572804762,0.694951840695444
SCFD1|23256,1403.637431,-0.1163478094897,0.478533921970689,0.592454481443686
GOSR1|9527,1642.842085,-0.116502799434771,0.379032978596759,0.492581447314053
SUGT1|10910,822.9524983,-0.116577229158858,0.518738828748115,0.631383764206071
MTX1|4580,654.0848873,-0.116617845390046,0.597139121393458,0.702544465541837
CINP|51550,1071.43945,-0.116638157059379,0.571930867218522,0.679601706263665
FAM76A|199870,512.1456266,-0.11672826990516,0.571291763932999,0.678967765527026
ZNF511|118472,483.6851788,-0.116793370706565,0.606963095630918,0.711023390721777
ZHX2|22882,1848.905162,-0.11705334260856,0.624108751429263,0.72649857441574
MLL4|9757,1798.13089,-0.117238940234678,0.639998148257201,0.739881587158115
SKIV2L|6499,1923.873035,-0.117470938824371,0.529917495830095,0.641817064992258
PIAS2|9063,624.6967297,-0.117897859269262,0.53279475061594,0.644411709595614
PIH1D1|55011,1893.390194,-0.118554008233933,0.558174041058517,0.666994119562491
TSPAN14|81619,2813.462461,-0.118561125962945,0.492483468320302,0.606455159629106
TARS2|80222,1075.584566,-0.118683064239732,0.374428009680119,0.48798691174199
NTF3|4908,4.006487248,-0.118712834734516,0.807383057705516,0.8744798585031
NDE1|54820,1064.071837,-0.118725622549912,NA,NA
C3orf34|84984,305.1838353,-0.119124197784766,0.661072858085826,0.756671870378442
EIF2B5|8893,1743.573726,-0.119224824825889,0.350975998045658,0.463189383299309
ZNF569|148266,461.4154581,-0.119557834118058,0.552588839356156,0.661960385190714
RAB3GAP2|25782,1844.975454,-0.119687790127418,0.574567888535575,0.682314843437955
DNAJB6|10049,2627.159332,-0.119945477393843,0.482603958853351,0.596196984366733
IL17RE|132014,78.22915396,-0.120025955397769,0.69145772086217,0.781343173855325
GTF2H1|2965,1385.295115,-0.120029109354835,0.390670776386334,0.504292886683798
CPSF6|11052,2751.351038,-0.120127898238702,0.599245505584781,0.704292381015406
TMEM41A|90407,842.8280447,-0.120155905595047,0.457514627445811,0.57101259455207
TSPAN32|10077,29.46795552,-0.120318613995841,0.746039521127486,0.82622474151852
SRRD|402055,479.2855563,-0.120366856181201,0.474951186772081,0.588585508618482
DKFZP686I15217|401232,136.1413443,-0.120869861543916,0.654051816939364,0.750993761949231
HIPK1|204851,3410.559007,-0.121080032671951,0.537028635853298,0.648475357266449
SH3RF3|344558,843.2663989,-0.121288958496298,0.659783536638686,0.75586889815428
LOC285194|285194,0.300626290542168,-0.121504468901073,0.86217272765191,0.912207215384658
RBM18|92400,1466.372681,-0.121512880520204,0.504773363985228,0.617683844535187
PIK3CD|5293,589.9685511,-0.121555049681243,0.194857906748404,0.287004746737169
MOGAT2|80168,0.276403285318254,-0.121556227170383,0.913616051840354,0.948479010976781
DPCD|25911,573.4169707,-0.121732837654417,0.669304499370015,0.763375974949634
PCDHGB1|56104,471.9973595,-0.121966662842185,0.799962472392512,0.86829531990204
C11orf71|54494,580.5628844,-0.122212228387844,0.646948532169006,0.745459392891754
ATP2A3|489,181.1415116,-0.122366430796869,0.74640639307821,0.826298950647704
B3GALT4|8705,267.5070608,-0.122388121346491,0.676150260553178,0.768774675850884
TRIB1|10221,1198.520967,-0.122546486619857,0.635355982218736,0.736269612422561
TAS2R13|50838,0.701161017840297,-0.122694060049537,0.809375103858609,0.875911653026828
C11orf51|25906,989.1239357,-0.122726164600102,0.626602571155,0.728367903760925
TM4SF20|79853,2.288502181,-0.122751908483325,0.785116199386811,0.857184723592371
TNS4|84951,0.940341141402916,-0.123449355983156,0.815593603305186,0.880603695166736
MAP4K3|8491,1430.226893,-0.123522909942657,0.519945380696752,0.632532109629153
UBXN2B|137886,1903.150184,-0.123659065845097,0.425041041468355,0.539826062126005
NCRNA00092|100188953,226.4272781,-0.123768653793077,0.750912624267009,0.830096487448355
DSCR9|257203,10.17325225,-0.123822111645522,0.678068889008042,0.770365814588062
AGL|178,1012.638875,-0.124074702173744,0.544618837398448,0.654689813946072
ZFPL1|7542,1068.119608,-0.124211564074168,0.344695947632937,0.456494344929057
KAT2A|2648,2723.630566,-0.124344793372616,0.634093948672762,0.735215086315755
UROC1|131669,5.962902357,-0.124375553232101,0.796089061273545,0.865812024819838
LUC7L3|51747,3867.268729,-0.124928789331113,0.643325073328256,0.742792849241514
MBOAT4|619373,5.913852231,-0.125033229449709,0.729003165385734,0.812019521691138
C14orf156|81892,952.3440468,-0.125071196379089,0.583534625306208,0.69104858715198
BRD2|6046,7477.476278,-0.125104761753779,0.380041314651467,0.493428544639476
FGF5|2250,11.68613054,-0.125326463343813,0.542712081789362,0.653130355979224
LIPC|3990,40.0582308,-0.125330584577307,0.783035657687628,0.85560385210087
ZDHHC5|25921,2036.14624,-0.125528016257331,0.38856072113479,0.502207702356537
TERC|7012,2.681732725,-0.125547718404835,0.32970227716036,0.440356406602007
MPPED2|744,531.6426793,-0.125570594225024,0.750466685562609,0.829746182380899
C22orf42|150297,0.222302939484386,-0.125693855035703,0.840627180400609,0.898143277160297
C10orf93|255352,36.62703781,-0.125698430920101,0.731640091510745,0.814392389933104
C19orf22|91300,2294.580977,-0.126155946142947,0.483961228245437,0.597454068581586
CPSF1|29894,2414.252607,-0.126187761619173,0.614139202308727,0.717599410790709
